,Imgdata,Price,Rating,Title
982,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
983,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
984,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
985,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
986,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
987,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
988,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
989,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
990,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
991,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
992,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
993,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
994,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
995,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
996,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
997,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
998,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
999,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
